nombre,inicia,termina,tipo_via,vel_max,latitud,longitud,geo_shape
Av. Tlahuac,Eje 8 Sur Calzada Ermita Iztapalapa,Calzada Tlahuac-Tulyehualco,Arteria principal,50,19.31128814,-99.06282727,"{""type"": ""LineString"", ""coordinates"": [[-99.10564163692116, 19.35608802953149], [-99.10668008949281, 19.35024365233493], [-99.10737218011307, 19.3464344698968], [-99.1077182259129, 19.344148917338156], [-99.10838586588035, 19.34134221259719], [-99.10861217694578, 19.340312382555588], [-99.10885925150092, 19.339683078220133], [-99.1089047996821, 19.338019542436466], [-99.10891542106678, 19.337627947205576], [-99.10901589597711, 19.335605021814978], [-99.10881403591787, 19.334489384739676], [-99.10826613126906, 19.33296557534991], [-99.1076317147452, 19.331414540390846], [-99.10740101741284, 19.330407720644732], [-99.10688540172029, 19.329058899190812], [-99.10663323957105, 19.328856881300005], [-99.1065052825149, 19.328812709213594], [-99.10638321410067, 19.32878978944978], [-99.10622646188929, 19.328785348600395], [-99.10607339139708, 19.328765168736126], [-99.10575859126996, 19.328720635676632], [-99.10538423661549, 19.328552531749114], [-99.10383328798342, 19.327849825692972], [-99.10300827280038, 19.327492964808332], [-99.10171898889395, 19.326911764315593], [-99.1003618156257, 19.32629522341835], [-99.09945144693879, 19.32587184670923], [-99.0990015782336, 19.32542055448376], [-99.09884120325717, 19.325183340396492], [-99.09860006781656, 19.324421591075385], [-99.09818998598232, 19.322912646842383], [-99.09813195046195, 19.3228000617484], [-99.09804993301155, 19.3227225653225], [-99.09792162944498, 19.32261700379612], [-99.09772765751865, 19.32251643346113], [-99.09430896655665, 19.321944744869704], [-99.08634992225099, 19.32058409704768], [-99.07626897483001, 19.31879630290918], [-99.07593455939399, 19.318661462115692], [-99.07575102576001, 19.31857178923359], [-99.07559982906051, 19.318469958354463], [-99.07559809204673, 19.31846850857692], [-99.07495597815056, 19.31793278898053], [-99.0709509019859, 19.314542682885868], [-99.06994160339333, 19.31361740166393], [-99.0697974174782, 19.311549106652723], [-99.06965323236454, 19.30972572033484], [-99.06927834979878, 19.309072561911904], [-99.06795184204917, 19.30776623680984], [-99.06688486881563, 19.30675927132934], [-99.0650392932739, 19.306214963482898], [-99.06340482538067, 19.305660870208946], [-99.05739745774198, 19.303575041835856], [-99.05370630663502, 19.302214241080208], [-99.05131282618284, 19.30115280883441], [-99.04972678454105, 19.300445182848446], [-99.04822725472526, 19.300173018376917], [-99.04548772813236, 19.29987363676726], [-99.04473796400552, 19.299846420658493], [-99.04266169145001, 19.29957425504485], [-99.04214262303462, 19.29949260528865], [-99.04176774047858, 19.29924765616051], [-99.04147936972844, 19.2988121892771], [-99.04142169530634, 19.298240638013876], [-99.04142169488597, 19.297342481261985], [-99.04116216122706, 19.296961443969106], [-99.04058541900943, 19.296553187755222], [-99.04000867631301, 19.296417102539028], [-99.03833612341687, 19.29617214851913], [-99.03735566182431, 19.296144931363983], [-99.03346265112063, 19.296743707736702], [-99.02700313727381, 19.297777951858002], [-99.02456560265323, 19.298175362033035], [-99.02456386845535, 19.2981755800675], [-99.02383105428564, 19.29826785496689], [-99.0228794293692, 19.298458371948183], [-99.02236036161212, 19.298431155075722], [-99.02189896685043, 19.298186204578627], [-99.02158175924676, 19.297805168937334], [-99.02117803935052, 19.296716490464387], [-99.02083199419486, 19.296199365386936], [-99.02054362252471, 19.295872759502558], [-99.01956316124699, 19.294647981973224], [-99.01887106985042, 19.29388589320188], [-99.01812130490703, 19.29312380114488], [-99.01794828234809, 19.292933277352237], [-99.01740037694148, 19.292606665491242], [-99.01685247166445, 19.29233448783928], [-99.01653526393093, 19.292007873616416], [-99.01627572995194, 19.29157238828596], [-99.01321899560999, 19.286999717132527], [-99.01148876840608, 19.28425060937691], [-99.00776878047692, 19.278616155055108], [-99.00707668958574, 19.277663450983635], [-99.00500041752345, 19.274560317180676], [-99.00472429601919, 19.274141489977634]]}"
Camino a Nativitas,16 de Septiembre,Zacapa,Arteria principal,50,19.25198464,-99.09959867,"{""type"": ""LineString"", ""coordinates"": [[-99.10516379965127, 19.25543882561884], [-99.10505448877909, 19.255361054521476], [-99.1041623466983, 19.25473069103907], [-99.10395244760824, 19.254577354966568], [-99.10326552139618, 19.254046016276437], [-99.10166678383854, 19.252767714671375], [-99.10130788329113, 19.25249819265591], [-99.10036054851882, 19.251787029092252], [-99.10004329140604, 19.251561412641706], [-99.0995012199972, 19.251192995613803], [-99.0992169255491, 19.251189672393345], [-99.09773851519242, 19.250854845094292], [-99.09716049480224, 19.250725410700948], [-99.09645457284404, 19.250557616599597], [-99.09572861551165, 19.250388200800664], [-99.09481505120002, 19.25017257976212], [-99.0946111302474, 19.25008787083605], [-99.09447246491692, 19.249980059958887], [-99.09433379893446, 19.24984914749381], [-99.09417881872727, 19.24964122632935], [-99.09406447220334, 19.24936386853588], [-99.09399591995053, 19.249074639070233]]}"
Av. Tenochtitlan,Tlaloc,Av. Nuevo Leon,Arteria principal,50,19.24931053,-99.07329712,"{""type"": ""LineString"", ""coordinates"": [[-99.08127443166131, 19.246639036130198], [-99.08090766614046, 19.246576285433502], [-99.08050798132923, 19.246526228912956], [-99.08027959072132, 19.246506976475835], [-99.07990437652961, 19.24647617300408], [-99.07941904602802, 19.246433817935372], [-99.07929261468905, 19.24642226688159], [-99.07907645863138, 19.246372210765333], [-99.0784973248096, 19.24629520084259], [-99.07821591403886, 19.24626054707833], [-99.07793450331192, 19.24627209858838], [-99.07739615286026, 19.24626824755389], [-99.07708619347854, 19.246275949037535], [-99.0768863514041, 19.246287499806005], [-99.07668243070951, 19.24631060281464], [-99.0762827466819, 19.24638376162007], [-99.07566282766837, 19.246522378527366], [-99.07542628007488, 19.246607089184323], [-99.07503067434577, 19.24671875209783], [-99.07469216640554, 19.246880471821665], [-99.07427208963617, 19.247084545457415], [-99.07397028708179, 19.247234713558143], [-99.07352981870493, 19.24752349620489], [-99.0732728790007, 19.247685214847742], [-99.07303633027195, 19.247827681576872], [-99.07284464510789, 19.24798939976868], [-99.0724775880189, 19.248274331412027], [-99.07240009808163, 19.2483667409555], [-99.07183727759913, 19.2490097603617], [-99.07164967046515, 19.249244635537185], [-99.07150692581749, 19.249471808458356], [-99.07117657498574, 19.249980060730863], [-99.07013657952459, 19.25178973137046], [-99.06965124889197, 19.252567498421378], [-99.06949626865404, 19.252813918673773], [-99.06921078006238, 19.253206650914183], [-99.06900278145437, 19.253433819364062], [-99.06877846855086, 19.253660986477378], [-99.06860717504011, 19.253811148075172], [-99.06846850953501, 19.253915106086236], [-99.06825643206297, 19.254088369634403], [-99.06794239426729, 19.25430398498639], [-99.06772215921572, 19.25443874515708], [-99.06745298488958, 19.254577354983432], [-99.06724906361775, 19.254692863357448], [-99.06659651823067, 19.254997034486465]]}"
Calzada Guadalupe I Ramirez,Av. 20 de Noviembre,Gladiolas,Arteria principal,50,19.26648857,-99.11744543,"{""type"": ""LineString"", ""coordinates"": [[-99.12669590771507, 19.26841763131186], [-99.12472780441429, 19.268016950130885], [-99.11689434454355, 19.266362332894726], [-99.11542341592036, 19.266073711431222], [-99.11304253229937, 19.265606514195557], [-99.11029712058821, 19.264962530081892], [-99.10819847357031, 19.264545875835974]]}"
Calzada Mexico Xochimilco,Calzada de Tlalpan,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Arteria principal,50,19.2896561,-99.14729618,"{""type"": ""LineString"", ""coordinates"": [[-99.15160299684845, 19.298048564924947], [-99.15155325324183, 19.297845606140527], [-99.15160216224112, 19.297541265592407], [-99.15168061030361, 19.297310768326177], [-99.15232718504375, 19.29608189435491], [-99.15285661950838, 19.2950360225183], [-99.1530782432038, 19.294513084616625], [-99.15309055524847, 19.29419932025977], [-99.15288639563641, 19.29384577217237], [-99.15276658006563, 19.29369897176107], [-99.15198532618224, 19.293037227557026], [-99.15020090902566, 19.291512559680104], [-99.14995450447569, 19.291378496573294], [-99.14960107782886, 19.29131259213893], [-99.14914204273376, 19.29080367164515], [-99.14812864776177, 19.289864670557062], [-99.14409017190532, 19.28643638138633], [-99.14000321071602, 19.282989540133933], [-99.1395109065677, 19.282583148418826], [-99.13908159615711, 19.282255546867713]]}"
Av. 20 de Noviembre,Calzada Guadalupe I. Raimrez,Prolongacion Division del Norte,Arteria principal,50,19.2649848,-99.11972819,"{""type"": ""LineString"", ""coordinates"": [[-99.12669590771507, 19.26841763131186], [-99.12584099317355, 19.26804884671366], [-99.12232959714602, 19.26627431194249], [-99.11888448563245, 19.264564954914935], [-99.1160723618111, 19.263178844568625], [-99.11278695389605, 19.261496181674055]]}"
Cuauhtemoc,Prolongacion Division del Norte,Gladiolas,Arteria principal,50,19.26027544,-99.11013904,"{""type"": ""LineString"", ""coordinates"": [[-99.11278695389605, 19.261496181674055], [-99.11117010068374, 19.26069994953136], [-99.1099380317744, 19.260091310279957], [-99.10940369572103, 19.259887013604427], [-99.10893400380179, 19.25971781254182], [-99.10866121765397, 19.25963378944884], [-99.10800667074979, 19.25944431272721], [-99.10740704383525, 19.259267451085726]]}"
Casa del Obrero Mundial,Eje 2 Poniente Monterrey,Eje Central Lazaro Cardenas,Arteria principal,50,19.40193739,-99.15249066,"{""type"": ""LineString"", ""coordinates"": [[-99.1598153099816, 19.401512114124913], [-99.15806624796662, 19.401634317150485], [-99.15558596483856, 19.401775615529736], [-99.15377138807916, 19.401878968036893], [-99.15146109202686, 19.402009827068976], [-99.15054256724818, 19.402020523873546], [-99.15048389070493, 19.402021206876004], [-99.1488310932568, 19.40214068654934], [-99.1475100622279, 19.402226030480296], [-99.14573059116678, 19.402277235888977], [-99.14516344144613, 19.402304207760942]]}"
Camino a Santa Teresa,Zacatepetl,Av. de los Insurgentes Sur,Arteria principal,50,19.29611862,-99.18841624,"{""type"": ""LineString"", ""coordinates"": [[-99.19226118770798, 19.29665725990167], [-99.19206687491378, 19.296632984903486], [-99.19187091910194, 19.29660278653471], [-99.19140095118931, 19.296585684916362], [-99.19084213173558, 19.296539246628694], [-99.18952823131566, 19.29634772535245], [-99.18922688226989, 19.296385647733356], [-99.18888535403333, 19.296309802853536], [-99.18816211707644, 19.295968498222535], [-99.1845677755528, 19.295562185780405]]}"
Calzada de Tlalpan,Renato Leduc,Av. de los Insurgentes Sur,Arteria principal,50,19.28930946,-99.16062536,"{""type"": ""LineString"", ""coordinates"": [[-99.16764816606606, 19.278991942062202], [-99.16761775464455, 19.279009369629012], [-99.16759048757454, 19.279025757719598], [-99.16753158728066, 19.27905979227981], [-99.16733534222455, 19.279182897639757], [-99.16713200723402, 19.27934135447198], [-99.16708334310552, 19.279389186837054], [-99.16706346937404, 19.2794089064978], [-99.16685662670405, 19.279618056900887], [-99.16616568297583, 19.280353613531435], [-99.16606574872152, 19.280458773867554], [-99.16546878690116, 19.281233416737486], [-99.16521491297311, 19.2817214516867], [-99.16501812802822, 19.282158971799678], [-99.16480685296139, 19.282833521764935], [-99.16457678956776, 19.283492608247016], [-99.16413280961793, 19.284742197343533], [-99.16341033273116, 19.28694419527464], [-99.16280894066684, 19.288757583454956], [-99.16244972039001, 19.289801415308823], [-99.16230845393417, 19.290075705854097], [-99.16206429668746, 19.290321868410324], [-99.16195326937392, 19.290433806176218], [-99.16056078590276, 19.29142810265284], [-99.15978180169509, 19.29200715406787], [-99.15798973631478, 19.293321440928967], [-99.15592724512734, 19.294833809989676], [-99.15545689156536, 19.29518094052892], [-99.15333601473155, 19.296746155227538], [-99.1517230986252, 19.297963447030934], [-99.15160299684845, 19.298048564924947]]}"
Av. de los Insurgentes Norte,Circuito Interior Rio Consulado,Eje 2 Norte Manuel Gonzalez,Arteria principal,50,19.46099998,-99.14531457,"{""type"": ""LineString"", ""coordinates"": [[-99.14208555330801, 19.464954470104026], [-99.14329659594694, 19.46348733846348], [-99.14470037373793, 19.461786641968107], [-99.14589380976173, 19.460340739843872], [-99.14641046045227, 19.45961661914485], [-99.14717845340631, 19.45856334588016], [-99.14744403805025, 19.458164489721607], [-99.14755353082047, 19.458048873472997], [-99.14792928288524, 19.457769339198133], [-99.14869173586702, 19.457222717127372]]}"
Av. de los Insurgentes Norte,Eje 2 Norte Manuel Gonzalez,Av. Ribera de San Cosme,Arteria principal,50,19.44896077,-99.15273135,"{""type"": ""LineString"", ""coordinates"": [[-99.14869173586702, 19.457222717127372], [-99.14873231042664, 19.457194289838583], [-99.15029231693515, 19.456101293121428], [-99.15088325316952, 19.455678072367135], [-99.15106477879613, 19.455521616336128], [-99.15131274627865, 19.455264593726337], [-99.15143841825014, 19.45506451610119], [-99.15159229459792, 19.454846888946367], [-99.1518042108539, 19.45406468277952], [-99.15180659228454, 19.45405196633059], [-99.1523030633867, 19.451400907025164], [-99.15304313021753, 19.447529898643385], [-99.1532337269751, 19.446323185730083], [-99.15323861947498, 19.446292210138676], [-99.15330843655714, 19.445989369914987], [-99.15413228425989, 19.444066979888987], [-99.15434173646032, 19.443553461376574], [-99.15441155450267, 19.443316451405085], [-99.15463497064547, 19.442460581561296], [-99.15470478767499, 19.442065563720565], [-99.15567745492746, 19.439804540793276]]}"
Av. de los Insurgentes Sur,Paseo de la Reforma,Eje 10 Sur Río de La Magdalena,Arteria principal,50,19.38511742,-99.17530358,"{""type"": ""LineString"", ""coordinates"": [[-99.15972804537503, 19.430725666850176], [-99.15992714302035, 19.430333079501132], [-99.162646886443, 19.42440642864123], [-99.16271898440176, 19.42424932032944], [-99.16288502896246, 19.424282395975947], [-99.16307538609105, 19.424268118905708], [-99.16323243047118, 19.424206252562346], [-99.16340375169248, 19.42410155660531], [-99.16351796511442, 19.42395878922739], [-99.16359886751032, 19.423730360683503], [-99.16358335628766, 19.423558241448585], [-99.16351796539054, 19.423344887727136], [-99.16339423388732, 19.42320212032836], [-99.16312478811084, 19.423064044881485], [-99.1641441247164, 19.419666449280278], [-99.16444246412419, 19.41856911946759], [-99.16470266491545, 19.417612055482582], [-99.1648093540038, 19.417298696159197], [-99.16541119353697, 19.415530995151453], [-99.16541361332206, 19.41552387701979], [-99.16568011155744, 19.414741126929858], [-99.16631429709489, 19.412776650328723], [-99.16720213421242, 19.410026373963024], [-99.16851914832755, 19.40592089045522], [-99.1688498295015, 19.404890035415686], [-99.16929869296253, 19.40358144690147], [-99.1693218691599, 19.403513879042013], [-99.16946422379752, 19.403098863039496], [-99.17037113614806, 19.40028238849212], [-99.17055193031035, 19.399746499186474], [-99.17066508641174, 19.399411094338742], [-99.171614604739, 19.396447648504758], [-99.17253619733745, 19.393589518475356], [-99.17436541758256, 19.387991652142002], [-99.17498940973856, 19.38609143639852], [-99.17599794795052, 19.383020080195674], [-99.17613878386727, 19.382591175847608], [-99.17899632388745, 19.37372429080536], [-99.17909412291826, 19.373420803942423], [-99.18092883725569, 19.36782173993044], [-99.18111446254055, 19.36725524900398], [-99.18167231392373, 19.365475378221916], [-99.18188904054178, 19.364795258417416], [-99.18230846816765, 19.363507776746175], [-99.18266742179127, 19.362403040826162], [-99.18267519976145, 19.36237948906658], [-99.18320213790342, 19.360783930601812], [-99.18367936011806, 19.35923663905142], [-99.18419463956828, 19.357635343152502], [-99.18444364958651, 19.356855151560385], [-99.18504176628268, 19.35501597691431], [-99.18590966535643, 19.35236179317751], [-99.18654545299664, 19.35038359521151], [-99.18693210195366, 19.34918054789458], [-99.18705825318624, 19.34878802858043], [-99.1875469764894, 19.347286089889185], [-99.18842667739469, 19.344993629359575], [-99.1895018679667, 19.34214777188599], [-99.19042346067283, 19.33957855283585], [-99.1904653504734, 19.3393018651703], [-99.19038374909452, 19.338679197294226]]}"
Paseo del Pedregal,Eje 10A Sur Av. San Jeronimo,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Arteria principal,50,19.31979384,-99.20157534,"{""type"": ""LineString"", ""coordinates"": [[-99.20584120873065, 19.30567233252297], [-99.20584120305224, 19.305672358737652], [-99.20567066049512, 19.306535537353106], [-99.20564101578513, 19.307330157957022], [-99.20546299664325, 19.30770117307069], [-99.20513662885372, 19.30810718740871], [-99.20441713700414, 19.309045218066565], [-99.203816323457, 19.309913241189925], [-99.20331193743962, 19.310711258338948], [-99.20305974425844, 19.311355269446064], [-99.20297073507759, 19.311740274896696], [-99.2028001332212, 19.312979286103275], [-99.2025034357641, 19.314932285026867], [-99.20225124297944, 19.3167522630178], [-99.20214739880603, 19.31764124468891], [-99.20196196215689, 19.318628218853938], [-99.2014724110941, 19.32072814404987], [-99.20130180981786, 19.321309117990882], [-99.20104219884728, 19.322072081413594], [-99.20053781221094, 19.3230590290704], [-99.20002600875047, 19.32413696486001], [-99.1996477186319, 19.324801921778846], [-99.19934360319783, 19.32527088935408], [-99.19898014890308, 19.32602683537323], [-99.19889113920227, 19.326306813825042], [-99.19876504284437, 19.326635788729725], [-99.19846834492608, 19.327118750042807], [-99.19828290856391, 19.327440723790275], [-99.19817164691241, 19.327720699848392], [-99.19815681227642, 19.327860687806517], [-99.19814939454366, 19.328056671076496], [-99.1981938993833, 19.328322647996693], [-99.19826807395947, 19.328504631415186], [-99.1984015875841, 19.3287006141237], [-99.19863152835514, 19.328924593261934], [-99.19989991220008, 19.330177473169194], [-99.20004084366967, 19.330331457297078], [-99.20012243503892, 19.330429447967887], [-99.20022627992721, 19.33066742299867], [-99.20023369723074, 19.330807409225393], [-99.20023369687512, 19.3310453843802], [-99.2001595227112, 19.331675316192037], [-99.19984057241533, 19.33371908083422]]}"
Av. Altavista,Eje 4 Poniente Av. Revolucion,Cerrada Magnolia,Arteria principal,50,19.34874222,-99.19442251,"{""type"": ""LineString"", ""coordinates"": [[-99.19061024873805, 19.348671761248568], [-99.19075911925917, 19.348544364721512], [-99.19091491526885, 19.348403901911926], [-99.19103955101173, 19.348345102899128], [-99.19137883886295, 19.348240572016653], [-99.19156925491379, 19.348214439360447], [-99.19175274716403, 19.34820137360028], [-99.19190854248741, 19.348214439275033], [-99.1921682020701, 19.348240572588864], [-99.19266328491942, 19.348351636028394], [-99.19360498103562, 19.348550898091126], [-99.19506945723327, 19.34888408850254], [-99.19603538852495, 19.349109482211773], [-99.19718481219405, 19.349364273945284], [-99.19727482644144, 19.349387140278317], [-99.19733368269836, 19.349387139799287], [-99.19740638729354, 19.349354474338572], [-99.19751717552164, 19.349266277637987], [-99.19776990986848, 19.3489722857826], [-99.19787356856445, 19.34885991549942], [-99.19799551654118, 19.348797454559797], [-99.1981368943434, 19.348746892608858]]}"
